Company,Sector,Stage,Amount($),Location,funding_year,Investor
Vanity Wagon,Cosmetics,Seed,200000.0,Haryana,2021,"Dhianu Das, Agility Venture Partners"
OYO,Hospitality,Series F1,7000000.0,Gurgaon,2021,Hindustan Media Venture
Agri10x,AgriTech,Seed,0.0,Pune,2021,Omnivore
BlackSoil,FinTech,Unknown,4000000.0,Mumbai,2021,Awign Enterprises
HobSpace,EdTech,Pre-series A1,100000.0,Mumbai,2021,"Siddharth Bhaskar Shah, Upsparks"
DcodeAI,EdTech,Unknown,500000.0,New Delhi,2021,S Chand
Biocon Biologics,BioTechnology,Unknown,70000000.0,Bengaluru,2021,"Goldman Sachs, Tata Capital"
KiranaKart,E-commerce,Pre-seed,720000.0,Mumbai,2021,Global Founders Capital
Meddo,Healthcare,Pre-series A,3000000.0,Gurgaon,2021,"growX ventures, Venture Gurukool"
SP Robotic Works,EdTech,Series A,3000000.0,Chennai,2021,Mount Judi India Growth Fund
3SC,Logistics,Series B,15000000.0,Gurgaon,2021,GEF Capital’s South Asia Fund
Chai Waale,"Food , Beverages",Unknown,600000.0,Chennai,2021,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia"
Minimalist,Cosmetics,Series A,10000000.0,Jaipur,2021,Sequoia Capital
Biconomy,Blockchain,Unknown,9000000.0,New Delhi,2021,"Mechanism Capital, DACM"
Fixcraft,Automotive,Pre-series A,1000000.0,Gurgaon,2021,Unknown
Slice,Financial Services,Unknown,10000000.0,Bengaluru,2021,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital"
90+ My Tuition App,EdTech,Series A,5000000.0,Bengaluru,2021,Pearl Investment LLC
Wasabi,Consulting,Seed,1800000.0,Bengaluru,2021,"021 Capital, Sparrow Capital"
Strata,Real Estate,Series A,6000000.0,Bengaluru,2021,"Kotak Investment Advisors Limited, Gruhas Proptech"
Ourbetterplanet,E-commerce,Seed,300000.0,Bengaluru,2021,VANS Group
Murf,SaaS ,Seed,1500000.0,Bengaluru,2021,Elevation Capital
JetSynthesys,Media,Unknown,2000000.0,Pune,2021,Sachin Tendulkar
MYFITNESS,Fitness,Seed,1000000.0,Silvassa,2021,9Unicorns
I am Love,Healthcare,Seed,4000000.0,Mumbai,2021,Xentel Investments
MyGlamm,D2C,Unknown,40000000.0,Mumbai,2021,Accel Partners
Gumlet,IT,Unknown,1600000.0,Bengaluru,2021,Sequoia’s Surge
Eloelo,Gaming,Pre-series A,2000000.0,Bengaluru,2021,"Waterbridge, Lumikai"
Edukemy,EdTech,Pre-series A,2000000.0,Noida,2021,"Auxano, Falcon5"
Zingbus,Mobility,Pre-series A,5000000.0,Gurgaon,2021,Infoedge ventures
NewsReach,Media,Seed,300000.0,Ahmedabad,2021,JITO Angel Network
Pencilton,FinTech,Pre-seed,330000.0,Hyderabad,2021,Jupiter
Bandhoo,IT,Unknown,1000000.0,Gurgaon,2021,Unitus Ventures
ixigo,IT,Unknown,53000000.0,Gurgaon,2021,"GIC, Infoedge"
The Whole Truth,"Food , Beverages",Series A,6000000.0,Mumbai,2021,Sequoia Capital
Insane AI,Fitness,Seed,800000.0,Bengaluru,2021,pi Ventures
Learn4o Technology,E-learning,Seed,0.0,Jaipur,2021,IAN
Droom,Automobile,Unknown,200000000.0,Gurgaon,2021,Unknown
Skymet,Environmental Services,Unknown,1000000.0,Noida,2021,"Northern Arc, Caspian Impact Investments"
Go Swift,Consumer Services,Pre-series A,2000000.0,Bengaluru,2021,Kalaari Capital
Mamaearth,Healthcare,Unknown,50000000.0,Gurgaon,2021,Sofina Ventures SA
G.O.A.T,D2C,Series A,36000000.0,Bengaluru,2021,"Tiger Global, Flipkart Ventures"
Keeros,"Food , Beverages",Pre-series A,0.0,Lucknow,2021,Venture Catalysts
ReDesyn,Merchandise,Pre-series A,300000.0,Mumbai,2021,Anthill Ventures
Inspacco,Facilities Services,Unknown,200000.0,Pune,2021,Unknown
Knorish,EdTech,Pre-series A,1000000.0,Gurgaon,2021,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate"
Dozee,Healthcare,Series A,5000000.0,Bengaluru,2021,Prime VP
BlackBuck,"Logistics , Supply Chain",Series E,67000000.0,Bengaluru,2021,"Tribe Capital, IFC Emerging Asia Fund, VEF"
Mailmodo,"Marketing , Advertising",Seed,2000000.0,Bengaluru,2021,"Sequoia’s Surge, Y Combinator"
SuperBeings,Computer software,Seed,0.0,Bengaluru,2021,Endiya Partners
NirogStreet,Healthcare,Series A,2500000.0,New Delhi,2021,"Gokul Rajaram, Pureland Venture, Wavemaker Partners"
Hyreo,HR,Pre-series A,0.0,Thiruvananthapuram,2021,Callapina Capital
GODI Energy,Automotive,Unknown,0.0,Hyderabad,2021,Blue Ashva Capital
Even,Healthcare,Seed,5000000.0,Bengaluru,2021,Khosla Ventures
Captain Fresh,Logistics,Series A,12000000.0,Bengaluru,2021,"Accel Partners, Matrix India"
Otipy,"Food , Beverages",Series A,10200000.0,Gurgaon,2021,"Omidyar Network India, Innoven Capital"
Lenskart,Eyewear,Unknown,220000000.0,Haryana,2021,"Temasek, Falcon Edge"
Eka Care,Healthcare,Unknown,4500000.0,Bengaluru,2021,"Deep Kalra, Ashish Kashyap, Rajesh Magow"
Braingroom,EdTech,Unknown,200000.0,Chennai,2021,"IAN, Social Alpha, Startup Oasis"
Edvizo,Consumer Services,Pre-series A,1000000.0,Bengaluru,2021,Inflection Point Ventures
Credenc,FinTech,Unknown,25000000.0,New Delhi,2021,Capital India
GlobalBees,D2C Business,Series A,150000000.0,New Delhi,2021,"FirstCry, Lightspeed Venture Partners"
Spinny,Automotive,Series D,108000000.0,Gurgaon,2021,Tiger Global
Mynvax,BioTechnology,Series A,4000000.0,Bengaluru,2021,"Accel, LetsVenture, 1Crowd"
RiseBird,HR,Unknown,500000.0,Pune,2021,SAB Holdings
Uvi Health,Healthcare,Pre-seed,330000.0,Bengaluru,2021,Titan Capital
Vegrow,Farming,Unknown,13000000.0,Bengaluru,2021,"Lightspeed Venture Partners, Elevation Capital"
Automovill,Automotive,Unknown,500000.0,Bengaluru,2021,Mumbai Angels Network
NFTically,NFT Marketplace,Seed,0.0,Gurgaon,2021,Jayanti Kanani
HealthifyMe,Healthcare,Series C,75000000.0,Bengaluru,2021,"LeapFrog, Khosla Ventures"
GalaxyCard,FinTech,Unknown,450000.0,Gurgaon,2021,JITO Angel Network
Bella Vita Organic,Healthcare,Unknown,10000000.0,Gurgaon,2021,Ananta Capital
SmartCoin,FinTech,Unknown,10000000.0,Bengaluru,2021,"Northern Arc, Vivriti Capital"
CareerNinja,EdTech,Seed,0.0,Mumbai,2021,Unitus Ventures
MYSUN,Solar,Unknown,2000000.0,New Delhi,2021,TATA Cleantech Capital
Sea6 Energy,BioTechnology,Series B,9000000.0,Bengaluru,2021,Aqua-Spark
Beco,Consumer Goods,Seed,500000.0,Mumbai,2021,Climate Angels Fund
OneCode,Internet,Unknown,5000000.0,Bengaluru,2021,"Sequoia’s Surge, Nexus Venture Partners"
MedPay,IT,Seed,1200000.0,Bengaluru,2021,"Entrepreneur First (EF), GrowX Ventures"
Inshorts,Internet,Unknown,60000000.0,Noida,2021,Vy Capital
Digantara,SpaceTech,Seed,2500000.0,Bengaluru,2021,Kalaari Capital
Aqgromalin,AgriTech,Seed,700000.0,Chennai,2021,Zephyr Peacock
Square Yards,Real Estate,Unknown,25000000.0,Gurgaon,2021,ADM Capital
OYO,Hospitality,Unknown,660000000.0,Gurgaon,2021,"SoftBank Vision Fund, Hindustan Media Venture"
Slang Labs,Computer software,Unknown,0.0,Bengaluru,2021,100x Entrepreneurs
NirogGyan,Healthcare,Seed,0.0,Gurgaon,2021,"Healthcare veterans, PIEDS"
Ola Electric,Automotive,Debt Financing,100000000.0,Bengaluru,2021,Bank of Baroda
Bikry app,Consumer software,Unknown,1300000.0,Noida,2021,YCombinator
Oliveboard,EdTech,Unknown,3000000.0,Bengaluru,2021,IAN Fund
Little Leap,EdTech,Unknown,300000.0,New Delhi,2021,ah! Ventures
Trell,Social commerce,Series B,45000000.0,Bengaluru,2021,"Mirae Asset, H&M"
Kredent,EdTech,Unknown,1000000.0,Kolkata,2021,Kotak Securities
EasyAspataal,Healthcare,Seed,500000.0,Mumbai,2021,Venture Catalysts
SMOOR,"Food , Beverages",Unknown,0.0,Bengaluru,2021,Klub
Pankhuri,Social community,Unknown,3200000.0,Bengaluru,2021,Sequoia’s Surge
Arcana,IT,Seed,370000.0,Bengaluru,2021,Balaji Srinivasan
AdmitKard,EdTech,Pre-series A,1000000.0,Noida,2021,Unknown
UrbanKisaan,"Food , Beverages",Unknown,0.0,Hyderabad,2021,BASF Venture Capital GmbH
Aquaconnect,Fishery,Pre-series A,4000000.0,Chennai,2021,"Rebright Partners, Flourish Ventures"
Vah Vah!,EdTech,Unknown,1800000.0,Bengaluru,2021,Sequoia Surge
LetsDressUp,"Apparel , Fashion",Pre-series A,300000.0,Gurgaon,2021,"Titan Capital, Sequoia Capital"
Sapio Analytics,Computer software,Unknown,150000.0,Mumbai,2021,Parthiv Group
BHyve,HR,Unknown,300000.0,Mumbai,2021,"ITO Angel Network, LetsVenture, 100x.VC"
Indi Energy,"Renewables , Environment",Seed,0.0,Roorkee,2021,Mumbai Angels Network
The Ayurveda Co,Consumer Goods,Unknown,0.0,Gurgaon,2021,"GetVantage, Velocity, Shiprocket Capital"
Pratilipi,Online storytelling,Unknown,48000000.0,Bengaluru,2021,"Krafton Inc, Omidyar"
Ati Motors,Automotive,Pre-series A,35000000.0,Bengaluru,2021,"Blume Ventures, Exfinity Venture Partners"
peAR,DeepTech,Pre-series A1,300000.0,Mumbai,2021,Inflection Point Ventures
Gourmet Garden,Farming,Unknown,3000000.0,Bengaluru,2021,"Beyond Next Ventures, M Venture Partners"
The Sleep Company,Consumer Goods,Pre-series A,1000000.0,Mumbai,2021,Fireside Ventures
TyrePlex,B2B E-commerce,Seed,0.0,New Delhi,2021,AdvantEdge Founders
ION Energy,Automotive,Pre-series A,3600000.0,Mumbai,2021,Unknown
Digit Insurance,InsureTech,Unknown,200000000.0,Bengaluru,2021,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
FRAAZO,"Food , Beverages",Series A,11000000.0,Mumbai,2021,"Sixth Sense Ventures, NABVENTURES"
Licious,"Food , Beverages",Series F,192000000.0,Bengaluru,2021,"Temasek, Multiples PE"
WinZO,Gaming,Series C,65000000.0,New Delhi,2021,Griffin Gaming Partners
Furlenco,Consumer Goods,Unknown,100000000.0,Bengaluru,2021,Zinnia Global
Skylark Drones,Aviation,Pre-series A,3000000.0,Bengaluru,2021,"InfoEdge Ventures, IAN Fund"
Leegality,IT ,Pre-series A,0.0,Gurgaon,2021,"IIFL, Mumbai Angels"
Arcatron Mobility,Healthcare,Unknown,0.0,Pune,2021,Klub
TWID,FinTech,Unknown,2500000.0,Bengaluru,2021,"BEENEXT, Sequoia’s Surge"
PeakPerformer,EdTech,Early seed,0.0,Bengaluru,2021,Antler India
MyMobiForce,Internet,Pre-series A,1400000.0,Noida,2021,Bharat Inclusion
Pine Labs,IT,Unknown,600000.0,Noida,2021,"Fidelity, BlackRock"
Genworks Health,Healthcare,Unknown,2000000.0,Bengaluru,2021,Blacksoil
Pocketly,FinTech,Unknown,0.0,Bengaluru,2021,Unknown
Neverinstall,IT,Seed,370000.0,Bengaluru,2021,Speciale Invest
CoRover,IT,Unknown,0.0,Bengaluru,2021,Canbank Venture Capital Fund
BeatO,Healthcare,Pre-series B,5000000.0,New Delhi,2021,W Health Ventures
Earth Rhythm,Cosmetics,Seed,1200000.0,Gurgaon,2021,Anicut Angel Fund
Fountain9,Computer software,Seed,1900000.0,Mumbai,2021,"021 Capital, Y Combinator"
Rockclimber,"Food , Beverages",Unknown,1000000.0,Bengaluru,2021,Anand Prakash Sharma
SpEd@home,EdTech,Unknown,300000.0,Mumbai,2021,Unknown
CanPe,Computer software,Seed,0.0,Bengaluru,2021,Axilor Ventures
Green Soul,Consumer Goods,Unknown,200000.0,Ambernath,2021,velocity.in
Shiprocket,Logistics,Series D1,41000000.0,New Delhi,2021,"March Capital, Tribe Capital"
DealShare,Retail,Unknown,144000000.0,Bengaluru,2021,Tiger Global
Teachmint,EdTech,Pre-series B,20000000.0,Bengaluru,2021,Learn Capital
Vahak,Transportation,Pre-series A,5000000.0,Bengaluru,2021,RTP Global
goSTOPS,Hospitality,Pre-series A,1000000.0,New Delhi,2021,"IAN, Yuj Ventures"
Codedamn,Computer software,Pre-seed,0.0,New Delhi,2021,Antler India
Biocraft Innovation Technology,Environmental service,Pre-seed,0.0,Noida,2021,JITO Angel Network
Powerplay,Construction,Unknown,5200000.0,Bengaluru,2021,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,Unknown,0.0,Bengaluru,2021,Uday Sodhi
Delhivery,Logistics,Series H,270000000.0,Gurgaon,2021,"Fidelity, GIC"
Avishkaar,EdTech,Pre-series A,600000.0,New Delhi,2021,Auxano
Jobsgaar,Job discovery platform,Seed,140000.0,New Delhi,2021,SucSEED Indovation Fund
Almo,D2C Fashion,Seed,0.0,Gurgaon,2021,Angelist India
Breathe Well-being,Healthcare,Pre-series A,1000000.0,New Delhi,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,Pre-seed,0.0,Chennai,2021,Speciale Invest
Good Health Clinic,Healthcare,Unknown,5000000.0,Hyderabad,2021,Khosla Ventures
Urban Company,Home services,Series F,250000000.0,New Delhi,2021,"Vy Capital, Wellington Management"
MYBYK,Rental,Pre-series A,1000000.0,Ahmadabad,2021,Avon Cycles
Locus,Logistics,Series C,50000000.0,Bengaluru,2021,"Blume Ventures, Exfinity Venture Partners"
Crejo Fun,EdTech,Seed,3000000.0,Bengaluru,2021,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,Seed,500000.0,Bengaluru,2021,"HNIs, Angels"
KreditBee,FinTech,Unknown,8000000.0,Bengaluru,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,Pre-series A1,400000.0,Pune,2021,Inflection Point Ventures
Onelife Nutriscience,Healthcare,Unknown,0.0,Mumbai,2021,Lasons India
Flatheads,Fashion,Unknown,0.0,Bengaluru,2021,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,Series A,0.0,Mumbai,2021,Paytm
Holisol,Logistics,Unknown,3000000.0,New Delhi,2021,"BlackSoil, CLSA Capital Partners"
Now&Me,Healthcare,Unknown,1000000.0,New Delhi,2021,"Saama, Whiteboard Capital"
Fyllo,AgriTech,Seed,400000.0,Bengaluru,2021,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,Healthcare,Unknown,0.0,Bengaluru,2021,Unknown
Blaer Motors,Mobility,Unknown,300000.0,Chennai,2021,The Chennai Angels
Swiflearn,EdTech,Pre-series A,3000000.0,Gurgaon,2021,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,Unknown,0.0,Bengaluru,2021,"State Bank of India, Y Combinator"
QuickSell,E-commerce,Pre-series A,2000000.0,Mumbai,2021,"Sanjay Baldwa, Ajay Jain"
Truemeds,Healthcare,Series A,5000000.0,Mumbai,2021,InfoEdge
Candes,E-commerce,Unknown,3000000.0,New Delhi,2021,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Healthcare,Unknown,3000000.0,Bengaluru,2021,"Stride Ventures, InnoVen Capital"
F5,"Food , Beverages",Pre-series A,300000.0,New Delhi,2021,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,Unknown,6000000.0,Bengaluru,2021,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT ,Seed,100000.0,Panchkula,2021,Unknown
Shyplite,Logistics,Unknown,1000000.0,New Delhi,2021,N+1 Capital
Refyne,FinTech,Series A,20000000.0,Bengaluru,2021,"DST Global, RTP Global"
Greenjoules,Renewable Energy,Series A,4500000.0,Pune,2021,Blue Ashva Capital
MentorKart,Consulting,Seed,150000.0,New Delhi,2021,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,Debt Financing,2000000.0,New Delhi,2021,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,Series A,5000000.0,Thane,2021,Inflexor Ventures
CustomerGlu,CRM,Unknown,320000.0,Bengaluru,2021,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV ,Unknown,2000000.0,Bengaluru,2021,growX ventures
Wellbeing Nutrition,Healthcare,Unknown,0.0,Mumbai,2021,Klub
Pee Safe,Healthcare,Pre-series B,3000000.0,Gurgaon,2021,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,Unknown,1000000.0,New Delhi,2021,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,Seed,1800000.0,Bengaluru,2021,Kalaari Capital
Dropshop,Logistics,Pre-series A,1000000.0,Bengaluru,2021,Inflection Point Ventures
Jumbotail,E-commerce,Debt Financing,4000000.0,Bengaluru,2021,Alteria Capital
Byju's,EdTech,Unknown,350000000.0,Bengaluru,2021,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,Unknown,1000000.0,New Delhi,2021,"Venture Catalysts, 9unicorns"
Convosight,SaaS ,Series A,9000000.0,New Delhi,2021,Qualgro
Junio,FinTech,Seed,600000.0,New Delhi,2021,"Amit Lakhotia, Pravin Jadhav"
Wherehouse,Logistics,Seed,0.0,New Delhi,2021,Better Capital
Flexmoney,FinTech,Series A,4800000.0,Mumbai,2021,Pravega Ventures
Fampay,FinTech,Series A,38000000.0,Bengaluru,2021,"Greenoaks Capital, Elevation Capital"
Apna,HR,Series B,70000000.0,Bengaluru,2021,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,Series A,4000000.0,Surat,2021,Unknown
WaterScience,D2C ,Unknown,0.0,Bengaluru,2021,Unknown
BrowserStack,SaaS ,Series B,200000000.0,Mumbai,2021,Accel
Vital,InsureTech,Pre-series A,3000000.0,New Delhi,2021,BLinC Invest
Juicy chemistry,Healthcare,Unknown,0.0,Coimbatore,2021,Spring Marketing Capital
Samaaro,SaaS ,Unknown,125000.0,Bengaluru,2021,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,Pre-series A,500000.0,Mumbai,2021,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,Pre-series A,1000000.0,Andheri,2021,"TNF Ventures, Razorpay"
RenewBuy,InsureTech,Series C,45000000.0,Gurgaon,2021,"Lok Capital, IIFL Asset Management"
Saarthi AI,AI ,Seed,0.0,Bengaluru,2021,Nvidia Inception
Kutumb,Community platform,Series A,26000000.0,Bengaluru,2021,"Tiger Global Management, DST Global"
Superplum,AgriTech,Pre-series A,3800000.0,Noida,2021,Marquee investors
Upside AI,FinTech,Seed,1200000.0,Mumbai,2021,Endiya Partners
PazCare,InsureTech,Unknown,0.0,Bengaluru,2021,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,Healthcare,Unknown,0.0,Bengaluru,2021,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,Series A,6000000.0,Mumbai,2021,Sequoia Capital India
Bimaplan,InsureTech,Pre-series A,2500000.0,Bengaluru,2021,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,Seed,3000000.0,Gurgaon,2021,"Goat Capital, JAM Fund"
CityMall,E-commerce,Series B,22000000.0,Gurgaon,2021,"General Catalyst, Jungle Ventures"
Byju's,EdTech,Unknown,50000000.0,Bengaluru,2021,"Blackstone Group, ADQ"
India Quotient,Venture capitalist,Unknown,64000000.0,Mumbai,2021,Unknown
The Switch Fix,Healthcare,Seed,0.0,Gurgaon,2021,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech ,Seed,1500000.0,Haryana,2021,Unknown
DigiSparsh,FinTech,Seed,0.0,Mumbai,2021,GoAhead Ventures
CoffeeMug AI,Networking,Pre-seed,620000.0,New Delhi,2021,"Paradigm Shift Capital, AngelList India"
Pathfndr,SaaS ,Pre-series A,0.0,Bengaluru,2021,Arali Ventures
BigLeap,Recruitment,Unknown,600000.0,Hyderabad,2021,Anup Kumar Yama
Kazam,EV ,Seed,900000.0,Bengaluru,2021,Inflection Point Ventures
MYRE Capital,Commercial Real Estate,Unknown,6000000.0,Mumbai,2021,Aryaman Vir
BimaPe,FinTech,Pre-seed,500000.0,Mumbai,2021,"iSeed, Titan Capital"
MicroDegree,EdTech,Unknown,0.0,Mangalore,2021,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,Unknown,1000000.0,Ahmadabad,2021,"JITO Angel Network, LetsVenture"
Synapsica,Healthcare,Series A,4000000.0,New Delhi,2021,"IvyCap Ventures, Endiya Partners"
Kwik Foods,"Food , Beverages",Seed,0.0,Gurgaon,2021,9Unicorns
Plutomen,AR ,Unknown,300000.0,Ahmadabad,2021,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,Series C,42000000.0,Gurgaon,2021,"Tiger Global, Sequoia"
Grinntech,Automotive,Unknown,2000000.0,Chennai,2021,Unknown
Nobel Hygiene,Healthcare,Unknown,60000000.0,Mumbai,2021,Quadria Capital
Green Cure,Healthcare,Pre-series A,0.0,New Delhi,2021,Venture Catalysts
Classplus,EdTech,Series C,65000000.0,Noida,2021,Tiger Global
WINDO,E-commerce,Seed,500000.0,Hyderabad,2021,Unicorn India Ventures
ApnaKlub,E-commerce,Pre-series A,0.0,Bengaluru,2021,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,Unknown,0.0,New Delhi,2021,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,Unknown,0.0,Mumbai,2021,Ashish Shah
Navars,EdTech,Unknown,0.0,Hyderabad,2021,Faad Network
GoBolt,Logistics,Series B,20000000.0,Gurgaon,2021,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,Seed,9000000.0,Bengaluru,2021,"Krafton, Lumikai"
Auric,Healthcare,Pre-series A,2000000.0,New Delhi,2021,Venture Catalysts
Edmingle,EdTech,Unknown,300000.0,Bengaluru,2021,"Indovation Fund, Mumbai Angels"
Slice,FinTech,Unknown,20000000.0,Bengaluru,2021,"Gunosy, Blume Ventures"
Humit,Music,Pre-seed,0.0,Bengaluru,2021,Antler India
Airblack,IT ,Series A,5200000.0,Gurgaon,2021,"Edge Ventures, Elevation Capital"
NIRAMAI,Healthcare,Unknown,0.0,Bengaluru,2021,CDC Group
Intervue,SaaS ,Seed,0.0,New Delhi,2021,"Titan Capital, Kunal Shah"
Nestroots,Fashion,Seed,100000.0,Gurgaon,2021,We Founder Circle
Detect Technologies,Automation,Unknown,12000000.0,Chennai,2021,"Accel Partners, Elevation Capital"
CredR,Automotive,Unknown,6500000.0,Bengaluru,2021,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,Unknown,125000000.0,Hyderabad,2021,"Norfund, The Rise Fund"
TABLT,Healthcare,Seies A,3000000.0,Kolkata,2021,Siti Cable
Hesa,IT ,Seed,2000000.0,Hyderabad,2021,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,Seed,0.0,Gurgaon,2021,Crossbeam Venture Partners
Nalanda Learning,EdTech,Unknown,5000000.0,Kolkata,2021,Aavishkaar Capital
Chargeup,Renewable Energy,Pre-series A,0.0,New Delhi,2021,Mapmyindia
Knackit,IT ,Unknown,100000.0,Bengaluru,2021,Jyoti Bansal
Treebo Hotels,Hospitality,Series D,16000000.0,Bengaluru,2021,Accor
Raptee Energy,Automotive,Unknown,700000.0,Chennai,2021,Unknown
Meddo,Healthcare,Unknown,6000000.0,Gurgaon,2021,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,Pre-series A,2600000.0,Bengaluru,2021,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,Seed,300000.0,Bengaluru,2021,Titan Capital
Cancer Clinics,Healthcare,Pre-series A,1500000.0,Telugana,2021,Axilor
Velocity,FinTech,Seed,1300000.0,Bengaluru,2021,Valar Ventures
Happy Jars,"Food , Beverages",Seed,400000.0,New Delhi,2021,Inflection Point Ventures
Inshorts,Media,Unknown,40000000.0,Noida,2021,"Addition, SIG Global India Fund"
ExtraaEdge,MarTech,Pre-series A,1000000.0,Pune,2021,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech ,Seed,1250000.0,Pune,2021,Alfa Ventures
Voiro,Advertisement,Pre-series A,1800000.0,Bengaluru,2021,1Crowd
Dream Sports,Gaming,Unknown,400000000.0,Mumbai,2021,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,AgriTech,Unknown,50000000.0,New Delhi,2021,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,Unknown,0.0,Bengaluru,2021,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,Pre-series A,4100000.0,Bengaluru,2021,Quona Capital
Moneyboxx,FinTech,Debt Financing,3000000.0,Mumbai,2021,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,Series A,11000000.0,Gurgaon,2021,"WaterBridge Ventures, SAIF Partners"
Janani,Healthcare,Seed,1000000.0,Bengaluru,2021,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,AgriTech,Seed,1700000.0,Bengaluru,2021,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,Unknown,2000000.0,New Delhi,2021,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,Series A,27000000.0,Gurgaon,2021,"PayU, Google"
Homingos,Augmented reality,Unknown,0.0,Bengaluru,2021,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech ,Unknown,0.0,Mumbai,2021,"Titan Capital, First Cheque"
Five Star Finance,FinTech,Unknown,234000000.0,Chennai,2021,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,Pre-series A,0.0,Bengaluru,2021,MaGEHold Pte. Ltd.
Byju's,EdTech,Series F,460000000.0,Bengaluru,2021,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,Unknown,30000000.0,Bhubaneswar,2021,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,Healthcare,Series B,13500000.0,Bengaluru,2021,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,Series A,5000000.0,Bengaluru,2021,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C Fashion,Unknown,4000000.0,Mumbai,2021,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,Unknown,5100000.0,New Delhi,2021,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bengaluru,2021,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,Unknown,125000.0,Bengaluru,2021,Y Combinator
NeoDove,AI ,Seed,15000000.0,Jaipur,2021,India Quotient
Zaara Biotech,BioTechnology,Unknown,10000000.0,Kottayam,2021,TCN International Commerce
KreditBee,FinTech,Seed,75000000.0,Bengaluru,2021,"Alpine Capital, PremjiInvest"
True Balance,FinTech,Debt Financing,10000000.0,Gurgaon,2021,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,Seed,1000000.0,Bengaluru,2021,Unknown
Purplle,Beauty products,Unknown,45000000.0,Mumbai,2021,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech ,Series A,10000000.0,Bengaluru,2021,Elevation Capital
Jeevam Health,Healthcare,Pre-seed,1500000.0,New Delhi,2021,Y Combinator
NewLink Group,Tech ,Unknown,200000000.0,Beijing,2021,Bain Capital
OZiva,Healthcare,Series B,12000000.0,Mumbai,2021,"F-Prime Capital, Eight Roads Ventures India"
Blive,Tourism,Pre-series A,1000000.0,Panaji,2021,"Mumbai Angels, DNA Entertainment Networks"
